Index,Organization Id,Name,Country,Description,Founded,Industry,Number of employees
346,28EFFE5C6ea1d9f,"Caldwell, Lloyd and Bolton",Montenegro,De-engineered dynamic encoding,1990,Food / Beverages,8268
1847,29396cE1aAa23AD,Bates LLC,Brunei Darussalam,Distributed bottom-line encoding,2011,Graphic Design / Web Design,18562
8301,293D2afCdEBCA34,Moon Group,Nicaragua,Diverse foreground protocol,1980,Computer Software / Engineering,5766
1681,293DD0B2ADDD7D4,Fitzgerald Ltd,Botswana,Self-enabling executive encryption,1981,Non - Profit / Volunteering,13446
9546,294DbDaF948a82F,"Mccormick, Garner and Carroll",Malta,Sharable needs-based instruction set,2000,Entertainment / Movie Production,1002
9635,295b6BB9c72ab66,"Vaughn, Mayer and Allen",Gabon,Synergistic multi-state solution,1988,Business Supplies / Equipment,6630
2443,295C1cd64A3ffaE,Henry PLC,United Kingdom,Persevering solution-oriented Graphical User Interface,1982,Plastics,17014
4429,295E8D6B77aeC63,Barron-Flynn,Sri Lanka,Vision-oriented multi-tasking toolset,1971,Railroad Manufacture,15354
9164,296B20e2f2F7DdD,Suarez-Herrera,Sweden,Realigned fault-tolerant throughput,2021,Capital Markets / Hedge Fund / Private Equity,8054
4394,296BDFee11aD2A2,"Mcdowell, Downs and Bryan",United States Minor Outlying Islands,Grass-roots homogeneous challenge,2013,Design,15290
7481,297A3355e02E3c9,Alvarez-King,Suriname,Switchable object-oriented architecture,2000,Food / Beverages,12234
42,299e97aFeA5AAb3,"Skinner, Carrillo and Mckay",Macedonia,Reactive value-added middleware,2005,Gambling / Casinos,3890
88,299F8Cf3aCD98b4,Caldwell and Sons,Costa Rica,Function-based grid-enabled workforce,2009,Philanthropy,18388
2329,29a4DcA7037AFAD,"Pope, Nelson and Massey",Lithuania,Decentralized 6thgeneration concept,1984,Library,18822
1622,29A57cf5BffcdFc,"Tran, Mcclain and Ochoa",Botswana,Synergistic fresh-thinking protocol,2004,International Trade / Development,10066
5042,29ad7DEf8Bd20B9,Schaefer LLC,Isle of Man,Pre-emptive demand-driven function,2015,Consumer Services,1152
9622,29AFADE784aCeb9,Rivers-Richards,Kuwait,Future-proofed bandwidth-monitored implementation,2014,Utilities,6592
1216,29B4fd1AcB688DF,"Kerr, Galvan and Garcia",Niger,Horizontal uniform focus group,1981,Arts / Crafts,18786
3150,29D00875fEF94A6,Horn-Levine,Tunisia,Operative methodical budgetary management,1979,Leisure / Travel,14952
1628,29dc565e3239aD5,"Berry, Vincent and Figueroa",Taiwan,Persevering needs-based success,1996,Museums / Institutions,5078
2812,29Dc964de862a2C,"Page, Shepard and May",Belgium,Object-based bifurcated Graphic Interface,2009,Insurance,17406
8139,29e1ABB766beEce,Frazier Group,Bahrain,Versatile background alliance,2018,Hospitality,16258
1279,29e851da20dAaC6,"Henry, Hubbard and Simon",Nicaragua,Robust regional leverage,2021,Industrial Automation,7878
4936,29e86aCD17FDbaC,Winters-Park,Bangladesh,Public-key mission-critical circuit,1998,Philanthropy,3848
3946,29fbe0a40E867Ea,Cohen and Sons,Micronesia,Re-engineered full-range protocol,1992,Facilities Services,9626
902,29fcdbFfe39De16,Hogan-Elliott,Qatar,Sharable tangible ability,2008,Other Industry,14862
9011,29fCfC06dcBDD1f,Gutierrez Ltd,Argentina,Streamlined needs-based paradigm,1975,Health / Fitness,7690
7552,29FfCa7c71E97bA,Woods and Sons,Samoa,Diverse logistical algorithm,1989,Human Resources / HR,13738
1551,2A0bE226BaAfF10,"Huang, Navarro and Mclaughlin",Comoros,Enterprise-wide client-driven firmware,2001,Real Estate / Mortgage,3696
4722,2a2DF96b5bbccD1,Cooley-Guerrero,Morocco,Managed intangible capability,2019,Transportation,14650
2614,2A3CB7CE2A61Fa5,May-Archer,Timor-Leste,Decentralized clear-thinking circuit,2011,Management Consulting,19714
4771,2a4c84A7f40dCF9,Ayala Inc,Gabon,Expanded eco-centric protocol,1991,Publishing Industry,484
6385,2a4eFBaFEdA1E49,"Durham, Proctor and Delgado",Singapore,Team-oriented 3rdgeneration analyzer,2012,Individual / Family Services,5314
4354,2A5E2bDEBFeE745,Sims-Summers,Lao People's Democratic Republic,Vision-oriented national interface,1987,Religious Institutions,7048
7779,2a60e89E7bEa2B8,"Sexton, Maldonado and Schaefer",Bahrain,Reduced 4thgeneration artificial intelligence,2004,Venture Capital / VC,8948
880,2a7548eF5553c22,Watkins Inc,Tokelau,Down-sized maximized open system,2009,Political Organization,8208
3350,2a75aba7CAb6aE8,Joseph-Moyer,Bahrain,Streamlined tertiary extranet,1976,Publishing Industry,18954
2099,2a7B9fC2deE932b,"Bowers, Hendricks and Mccullough",Gabon,Profit-focused motivating database,2005,Entertainment / Movie Production,2336
5788,2a84df770eB21BC,"Powell, Velez and Luna",Uganda,Object-based regional application,2012,Furniture,9522
9903,2A8AE4Cfebd8E8b,Bean-Cantu,Puerto Rico,Innovative empowering help-desk,1996,Food Production,126
9559,2A95a506cBbAE6A,Peck-Ellison,Palestinian Territory,De-engineered impactful middleware,2006,Wholesale,3916
2355,2A95ffd0dDA8F77,Ware-Dillon,San Marino,Organic upward-trending matrix,1997,Transportation,4258
867,2a99d6E4dcefAFf,"Vincent, Gray and Ashley",Netherlands Antilles,Cross-group uniform parallelism,2008,Wine / Spirits,10416
526,2A9Ee2b519Da2ad,"Duncan, Maldonado and Frye",Nigeria,Advanced encompassing circuit,1998,Information Services,5826
4382,2Aa67680FEc35b9,Lin-Cain,Estonia,Multi-lateral responsive matrices,1993,Writing / Editing,11532
8533,2aaCF20Ba548F1c,Wise-Bates,Tonga,Multi-layered executive project,1997,Utilities,8580
2397,2AAdbFfE07B75D3,"Weiss, Hughes and Randolph",Morocco,Self-enabling executive productivity,1976,Staffing / Recruiting,2264
4765,2AAebaFD8Ffa7A9,"Duke, Booth and Gillespie",Gambia,Operative content-based extranet,2002,Semiconductors,13854
3393,2Ab220Ff30fB3d9,Mann-Webb,Bosnia and Herzegovina,Down-sized clear-thinking circuit,2018,E - Learning,6118
5444,2AB57af8A7Dc2FA,Cooke-Sawyer,Barbados,Optional well-modulated structure,1992,Glass / Ceramics / Concrete,5752
393,2ABF546F50AE7AC,Mahoney-Friedman,Antarctica (the territory South of 60 deg S),Visionary human-resource functionalities,1991,Photography,14316
4279,2aCB9a2BCC1adEC,Rocha-Bernard,Saint Vincent and the Grenadines,Multi-lateral multi-tasking access,1998,Business Supplies / Equipment,17320
3026,2ACe8fFEa372d81,"Elliott, Dean and Phelps",Singapore,Assimilated stable alliance,1972,Outsourcing / Offshoring,13804
5659,2aCeAf8983aC17f,Morris and Sons,Iraq,Managed systemic alliance,2018,Marketing / Advertising / Sales,16136
4987,2acFDe2712e58Df,"Mayer, Murray and Velez",Vanuatu,Compatible mobile matrix,2018,Graphic Design / Web Design,3080
9900,2AddfED9d4b4310,"Welch, Key and Whitehead",Belize,Function-based full-range portal,2019,Government Relations,6712
1126,2ae3cF98C5c0994,Hawkins PLC,Ghana,Enhanced 24/7 open architecture,2005,Human Resources / HR,18114
7296,2Ae7E845695A940,Stout Inc,Zambia,De-engineered dedicated hub,1999,Financial Services,722
5861,2aeBAa04F3dfD7C,Frye-Weber,Somalia,Down-sized client-server secured line,2006,Education Management,16108
5779,2aeC8c97b99A730,"Jordan, Villa and Ford",Moldova,Streamlined leadingedge conglomeration,2022,Aviation / Aerospace,6906
4358,2aEd18BCb4f52bC,Charles PLC,Canada,Ergonomic 5thgeneration core,1980,Computer Games,14464
7722,2AFB9b7cBB00f72,"Potter, Wilkinson and Bishop",Tuvalu,Function-based fresh-thinking orchestration,1997,Law Enforcement,4516
4683,2AfFD2329ed0372,Cannon LLC,Serbia,Implemented zero tolerance circuit,1971,Business Supplies / Equipment,18016
9430,2b0afd0dFaaEa9c,Trevino-Esparza,Saint Martin,Organic bandwidth-monitored access,2009,Renewables / Environment,15096
1832,2B0D1d1c54642ce,Jackson-Fox,British Virgin Islands,Enhanced didactic product,1975,International Affairs,6114
7109,2B1d6DC5DCBD6AD,"Lutz, Bullock and Waller",Solomon Islands,Grass-roots neutral installation,1980,Hospital / Health Care,18006
4455,2b2cabe7ba86BFf,"Wall, Trevino and Carson",Reunion,Profit-focused context-sensitive hierarchy,2001,Outsourcing / Offshoring,8606
677,2B3bdad05770Dd1,"Murphy, Gross and Gentry",Cocos (Keeling) Islands,Triple-buffered eco-centric hardware,1977,Medical Practice,11418
774,2b417AB0b5CbdEc,Raymond-Kline,France,Upgradable bottom-line implementation,1979,Education Management,8026
9827,2B5bb2ACfFD30b9,Gentry Inc,Kyrgyz Republic,Face-to-face regional artificial intelligence,1977,Philanthropy,6762
16,2B6c7b5bEDdeD8d,Lindsey Ltd,Canada,Profit-focused optimal time-frame,1981,Chemicals,12954
4317,2b6EFAAEf9A1A9a,Todd-Pace,Ghana,Integrated zero administration functionalities,1989,Biotechnology / Greentech,16296
3312,2b7a673420b1eF5,Robinson-Novak,Wallis and Futuna,Secured methodical solution,2005,Nanotechnology,4266
8571,2b7BDB3c20b5De0,Harmon-Smith,Vanuatu,Ergonomic value-added workforce,2007,Library,5248
6405,2B7eF890a0fdA2e,Costa-Knight,Greenland,Multi-layered next generation emulation,2001,Professional Training,15302
9885,2b94e13fB099eB7,Le-Yates,Congo,Ergonomic zero-defect complexity,1975,Cosmetics,12540
450,2b9AccAc1dd1fEB,Haas LLC,Ethiopia,Reactive methodical function,1970,Package / Freight Delivery,12740
4595,2bA05ED0CcEe2F7,Oneill and Sons,France,Quality-focused tangible model,1999,Computer Games,13204
1013,2bA4CE7E24A1EdC,"Rice, Orr and Coffey",Turks and Caicos Islands,Cross-group systemic emulation,1979,Information Services,14750
8062,2baaB664d7CA9A3,Lindsey LLC,Belize,Adaptive exuding throughput,1975,Industrial Automation,11216
5568,2BaaC17beC3BEfA,Kemp Inc,Norfolk Island,Realigned bi-directional system engine,2006,Design,9328
431,2BAbd14b15E6b73,George-Knox,Australia,Networked tangible process improvement,2021,Leisure / Travel,58
5205,2Baf1e6Dfe624ff,"Cordova, Pearson and Schmidt",Netherlands Antilles,Reverse-engineered coherent pricing structure,1971,Food / Beverages,3600
7198,2bB1AafAf07bAc3,Morton PLC,Puerto Rico,Multi-tiered actuating interface,1981,Chemicals,17342
3344,2BBA2fC2ABD9A57,Montes and Sons,Austria,Stand-alone uniform attitude,1988,Paper / Forest Products,8644
2229,2bBCFbbd783cAcb,Vance Group,Lebanon,Managed well-modulated alliance,2007,Publishing Industry,5496
282,2BcA6ec2bdDf23b,"Meyers, Rodgers and Odonnell",Canada,Profound transitional utilization,2005,Legal Services,15228
9995,2bcAF96772Da39f,Dickson-Golden,Heard Island and McDonald Islands,Customer-focused actuating array,1996,Security / Investigations,19432
8481,2BCC1cDAfE03BBe,Todd-Cordova,Paraguay,Adaptive full-range pricing structure,1996,Higher Education / Acadamia,4170
667,2BCd85520Cb6C80,Cummings-Hurley,Burundi,Fundamental 24/7 encryption,2005,Writing / Editing,16128
9629,2BCFaFD60cAa6Ad,Good-Lopez,Niue,Seamless 24hour conglomeration,1971,Public Relations / PR,9554
8235,2BD20b3C35F4Ab9,"Skinner, Huerta and Parker",Congo,Seamless mobile utilization,2000,Events Services,7292
981,2BDDbF2E4cA9381,Shields-Wiggins,Mozambique,Re-contextualized context-sensitive Internet solution,2011,Performing Arts,11396
3747,2bdef1bb4d30ED3,"Fritz, Christian and Davenport",Bhutan,Re-contextualized systematic hierarchy,1971,Medical Practice,9586
547,2BE6bCDC9Cb9Ed6,"Grimes, Bauer and Mendez",Belgium,Proactive stable neural-net,2021,Ranching,16038
7539,2BE8432BdD4D86E,Castro and Sons,Netherlands Antilles,Polarized impactful utilization,2020,Executive Office,12104
2076,2Bec84E8Aa0FC04,"Leach, House and Vaughn",Korea,Ergonomic interactive utilization,1977,Warehousing,4316
5683,2bf24aAB3D84B3d,Haas-Tran,San Marino,Grass-roots even-keeled synergy,1975,Computer Games,12388
8380,2BfBD4A7AA05c17,Pineda-Mullins,Madagascar,Team-oriented next generation support,1988,Fundraising,12172
3884,2C07eaA59fec5A4,"Galloway, Berry and Fitzpatrick",Ethiopia,Function-based zero-defect architecture,1990,Security / Investigations,6076
5709,2c1ca31A66D7F42,"Mccarthy, Wilcox and Vazquez",Madagascar,User-centric tangible initiative,2008,Farming,17796
5318,2C2A8cec8a9120B,"Hebert, Oconnor and Lambert",Haiti,Pre-emptive empowering flexibility,2022,Veterinary,17960
3982,2C3dB86B2df92b7,Meadows LLC,Ukraine,Optional mission-critical array,1988,Graphic Design / Web Design,5060
5617,2c3f1Cd502d0aa2,Underwood-Wilkinson,Chad,Sharable needs-based portal,2017,Supermarkets,9102
4645,2c4a0Fe3FAbFdab,Joseph-Wallace,Swaziland,Optional methodical Graphic Interface,1979,Military Industry,16218
9948,2c555DBCFc9E7DF,"Mccarty, Melton and Frost",Pitcairn Islands,Compatible zero-defect parallelism,1998,Human Resources / HR,11548
3164,2C58B865e45Fc25,Schmitt Ltd,Belarus,Re-contextualized actuating initiative,1986,Writing / Editing,3674
8716,2c59cCCdD3cA8F6,Carr-Lambert,Cameroon,Extended bottom-line emulation,1983,Law Enforcement,15760
5674,2c69afc9f491ce3,Lin PLC,Japan,Reduced leadingedge standardization,2002,Recreational Facilities / Services,17710
9057,2c6D1F1Ab18bE8d,"Silva, Wade and Hernandez",Canada,Innovative grid-enabled service-desk,1975,Wireless,2364
1274,2c6DD2EE35DbC92,Ballard Inc,Portugal,User-centric directional success,1991,Primary / Secondary Education,9012
3579,2c7570F5A7CB244,Potter-Dominguez,Guinea,Fundamental zero tolerance success,1976,Individual / Family Services,10282
590,2c83D0f7ccca676,Ramsey-Franklin,Western Sahara,Polarized cohesive Local Area Network,1999,Warehousing,7498
8254,2c8C1AF59fa3F01,Ortega-Chase,Tonga,Organic web-enabled standardization,1997,Consumer Goods,7560
1708,2c8E1FeC8A0b381,"Smith, Flowers and Golden",Azerbaijan,Visionary web-enabled analyzer,1989,Accounting,16734
2207,2C8e88bf4303e86,Rose Ltd,Iraq,Reverse-engineered multimedia frame,1979,Outsourcing / Offshoring,11994
5939,2C982cFA5dfAc54,Roberson-Lucas,Timor-Leste,Extended client-driven middleware,2002,Nanotechnology,2736
8084,2c9e596BC00e599,"Farley, Marquez and Garza",British Virgin Islands,Organized neutral matrices,1989,Design,17642
2001,2ca507CeE69E17D,Anthony Ltd,Armenia,Configurable tertiary access,2005,Package / Freight Delivery,11898
3479,2cA9EDec23df43F,"Rose, Cowan and Velasquez",Guatemala,Versatile discrete architecture,2002,Think Tanks,14828
1391,2CaBC73dd5DDdbD,"Dixon, Huffman and Meadows",Costa Rica,Right-sized web-enabled collaboration,2002,Government Relations,6336
5901,2CaE73830E7fe18,Newman PLC,Japan,Grass-roots system-worthy leverage,2017,Computer Networking,15756
6039,2cb5aCccD35f8BF,Marks-Michael,Comoros,Inverse optimal attitude,1999,Motion Pictures / Film,15926
1820,2cB721B9C92E629,"Mcmahon, Stephens and Blanchard",Guam,Front-line full-range monitoring,2012,Investment Banking / Venture,4702
5998,2CBB28589aC6dc9,"Bentley, Phillips and Graves",Turks and Caicos Islands,Decentralized 24/7 support,1973,Logistics / Procurement,3748
5060,2cbC8f3B6Fd5C28,Sosa-Davis,Seychelles,Grass-roots non-volatile functionalities,1970,Think Tanks,7938
340,2cC08320cFFdE9e,Cross-Fitzgerald,French Southern Territories,Synchronized real-time firmware,1994,Music,17270
983,2CC2eb8F9AbcAE4,Jackson PLC,Kenya,Synergistic mobile Local Area Network,2019,Library,13146
4100,2cCBf14cF49aAD9,Frederick Group,Mozambique,Fully-configurable systemic productivity,1993,Performing Arts,18048
2094,2CcfbC7cb3E1aB6,Vargas Inc,Christmas Island,Persistent bifurcated hub,2003,Luxury Goods / Jewelry,15350
3840,2cd5D6aAFd38A30,Rose PLC,Central African Republic,Horizontal non-volatile benchmark,1993,Commercial Real Estate,5454
7460,2ce154b4e9c0d96,Oneal-Hahn,Brazil,Networked intangible productivity,1989,Information Technology / IT,5352
9927,2ceb3fa6b49cF7f,"Walton, Palmer and Baird",Peru,Monitored bi-directional open system,2005,Retail Industry,3490
2034,2ceB6EFf1Da05cB,Richardson Inc,Malawi,Enterprise-wide zero-defect circuit,1973,Leisure / Travel,270
4134,2cEC6ec47684bA5,"Valdez, Stafford and Kidd",Algeria,Fundamental regional collaboration,1970,Investment Management / Hedge Fund / Private Equity,18088
7639,2Ced5a4Bf6aafcb,Castro Ltd,Syrian Arab Republic,De-engineered zero-defect functionalities,2015,Museums / Institutions,7558
8142,2cF235fDfAe6D63,"Liu, Higgins and Love",Belize,Self-enabling coherent system engine,2014,Cosmetics,238
5456,2cFc4aCaCb094bd,"Fitzgerald, Ashley and Nielsen",Kiribati,Vision-oriented tangible Graphical User Interface,1999,Cosmetics,11908
6504,2D065CA2bfa4eBc,Solomon-Chandler,Gibraltar,Decentralized composite time-frame,1975,Computer / Network Security,12750
5583,2d0e4cBa3cE9EAC,Camacho Inc,Saint Pierre and Miquelon,Multi-lateral discrete paradigm,1985,Broadcast Media,10616
7128,2D1B84BEE119f5F,"Owens, Palmer and Reid",Serbia,Multi-channeled systematic utilization,2004,Professional Training,9402
3515,2d20FA6d86Cb2cd,Sanford-Singh,Macao,Seamless fresh-thinking success,1998,Machinery,12178
7675,2d2BBF27aCA0b14,"Owens, Perry and Kaufman",Tuvalu,Re-contextualized grid-enabled conglomeration,2001,Restaurants,3446
5312,2d3bDcDbd8bE66E,Yates-Hahn,Andorra,Mandatory optimal open architecture,1992,Oil / Energy / Solar / Greentech,6512
7319,2d3dA4dAFaDcA5B,Beck PLC,Switzerland,Polarized scalable emulation,1999,Transportation,10514
6159,2d51056d52Ce59e,Warner and Sons,Afghanistan,Reduced reciprocal ability,1982,Veterinary,504
6118,2d53c46Fa9ab4c4,Parker-Drake,Macao,Re-engineered incremental forecast,1985,Computer Networking,10290
9460,2D57ceCcf2f1eE2,Schroeder LLC,Falkland Islands (Malvinas),Ameliorated radical firmware,2018,Veterinary,12120
7958,2D62DbbF362bB42,Oliver-Camacho,Sri Lanka,Proactive stable knowledgebase,2014,Fishery,3392
8309,2d656ce513A4d88,Leblanc Ltd,Gibraltar,Extended tangible forecast,2012,Venture Capital / VC,15146
4887,2D7D85F1EBEE85C,"Wong, Macias and Caldwell",Grenada,Total object-oriented flexibility,1999,Hospital / Health Care,18754
8436,2D7FB03eDAdAae3,"Nelson, Rangel and Gutierrez",Cameroon,Grass-roots empowering paradigm,1977,Government Administration,14870
8199,2d914cBD49eFBeE,"Hooper, Whitney and Baldwin",Gabon,Profound zero tolerance moderator,1997,Capital Markets / Hedge Fund / Private Equity,12140
7554,2d9B9dBA9dd83de,"Fowler, Thornton and Sheppard",Northern Mariana Islands,Diverse web-enabled array,1973,Airlines / Aviation,19708
1155,2D9C9e4b191EAa9,"Chung, Juarez and Griffith",Guinea-Bissau,Self-enabling attitude-oriented synergy,1980,E - Learning,6996
9604,2dA2C912aA24bC1,Hoffman Ltd,Mali,Cross-group encompassing migration,1970,Shipbuilding,5402
